T,prod_1,prod_2,prod_3,prod_4,prod_5,prod_6,prod_7,prod_8,prod_9,prod_10
1254,1,1,1,1,0,1,1,1,1,0
1255,1,1,1,1,1,1,1,1,1,1
1256,1,1,1,1,0,1,1,1,1,0
1257,1,1,1,1,0,1,1,1,1,0
1258,0,1,1,1,0,1,1,1,1,0
1259,0,1,1,0,1,1,1,1,1,1
1260,0,1,1,0,1,1,1,1,1,1
1261,0,1,1,1,0,1,1,1,1,0
1262,0,1,1,1,0,1,1,1,1,0
1263,0,1,1,1,0,1,1,1,1,0
1264,1,1,1,1,1,1,1,1,1,1
1265,0,1,1,1,0,1,1,1,1,0
1266,0,1,1,1,0,1,1,1,1,0
1267,0,1,1,0,1,1,1,1,1,1
1268,0,1,1,0,1,1,1,1,1,1
1269,0,1,1,0,0,0,0,0,1,0
1270,1,1,1,1,0,1,1,1,1,0
1271,1,1,1,1,1,1,1,1,1,1
1272,1,1,1,1,1,1,1,1,1,1
1273,1,1,1,1,1,1,1,1,1,1
1274,1,1,1,1,1,1,1,1,1,1
1275,0,1,1,0,0,1,1,1,1,0
1276,1,1,1,0,1,1,1,1,1,1
1277,1,1,1,1,1,1,1,1,1,1
1278,1,1,1,1,1,1,1,1,1,1
1279,0,1,1,1,0,1,1,1,1,0
1280,0,0,1,0,0,0,0,0,1,1
1281,1,1,1,1,0,1,1,1,1,0
1282,1,1,1,0,0,1,1,1,1,0
1283,0,1,1,0,0,1,1,1,1,0
1284,1,1,1,1,0,1,1,1,1,0
1285,1,1,1,1,0,1,1,1,1,1
1286,1,1,1,1,0,1,1,1,1,0
1287,1,1,1,1,0,1,1,1,1,0
1288,1,1,1,1,1,1,1,1,1,1
1289,1,1,1,1,1,1,1,1,1,1
1290,0,0,1,0,0,0,0,0,1,1
1291,1,1,1,1,0,1,1,1,1,1
1292,1,1,1,1,1,1,1,1,1,1
1293,1,1,1,1,1,1,1,1,1,1
1294,1,1,1,1,0,1,1,1,1,0
1295,1,1,1,1,1,1,1,1,1,1
1296,0,1,1,1,0,1,1,1,1,0
1297,0,0,0,0,0,0,1,1,0,0
1298,0,1,1,1,0,1,1,1,1,0
1299,1,1,1,1,1,1,1,1,1,0
1300,1,1,1,1,1,1,1,1,1,1
1301,1,1,1,1,1,1,1,1,1,1
1302,1,1,1,1,0,1,1,1,1,1
1303,1,1,1,1,1,1,1,1,1,1
1304,1,1,1,1,0,1,1,1,1,1
1305,1,1,1,1,1,1,1,1,1,1
1306,1,1,1,1,1,1,1,1,1,1
1307,1,1,1,1,1,1,1,1,1,1
1308,1,1,1,1,0,1,1,1,1,0
1309,1,1,1,1,1,1,1,1,1,0
1310,0,0,1,0,0,0,0,0,1,1
1311,0,1,1,1,0,1,1,1,1,0
1312,0,1,1,1,0,1,1,1,1,0
1313,0,1,1,1,0,1,0,1,1,0
1314,0,1,1,1,0,1,1,1,1,0
1315,1,1,1,1,1,1,1,1,1,1
